title,price,area,location,status
1 BHK Apartment in Vilas Yash One Phase I,"8,000",750,"Pirangut, Pune",Unfurnished
1 BHK Apartment in Playtor Childspaces Paud A,"4,500",366,"Pirangut, Pune",Semi-Furnished
2 BHK Apartment in Eklavya Skylark,"30,000",952,"Kharadi, Pune",Semi-Furnished
2 BHK Apartment in Dreams Estate,"15,000",928,"Hadapsar, Pune",Furnished
2 BHK Apartment in Goel Amrut Ganga,"6,000",800,"Vadgaon Budruk, Pune",Semi-Furnished
1 RK Studio Apartment,"9,000",350,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"15,000",600,"Erandwane, Pune",Unfurnished
2 BHK Apartment,"20,000",900,"Erandwane, Pune",Unfurnished
1 BHK Apartment,"15,000",550,"Kothrud, Pune",Unfurnished
2 BHK Apartment,"20,000",900,"Erandwane, Pune",Semi-Furnished
2 BHK Apartment,"20,000",900,"Erandwane, Pune",Unfurnished
2 BHK Apartment,"20,000",900,"Erandwane, Pune",Unfurnished
2 BHK Apartment in BK Jhala Nirmal Park,"22,000",1000,"Bibwewadi, Pune",Semi-Furnished
1 BHK Apartment in Hamy Park,"7,000",800,"Kondhwa, Pune",Unfurnished
3 BHK Apartment,"55,000",1500,"Viman Nagar, Pune",Furnished
1 BHK Apartment in Clover Common,"16,000",650,"Viman Nagar, Pune",Furnished
1 BHK Apartment,"14,000",650,"Viman Nagar, Pune",Semi-Furnished
3 BHK Apartment in Rohan Mithila,"25,000",1500,"Viman Nagar, Pune",Semi-Furnished
2 BHK Apartment in Rohan Mithila,"32,500",1200,"Viman Nagar, Pune",Furnished
1 BHK Apartment in ARK Viman Prestige,"18,500",650,"Viman Nagar, Pune",Furnished
1 BHK Apartment,"13,500",650,"Viman Nagar, Pune",Unfurnished
1 BHK Apartment in Clover Common,"15,500",630,"Viman Nagar, Pune",Furnished
2 BHK Apartment in Gera Foliage,"19,000",1200,"Viman Nagar, Pune",Semi-Furnished
3 BHK Apartment in Reputed Builder Gera North,"21,500",1500,"Kharadi, Pune",Unfurnished
2 BHK Apartment in Bhakti Apartments,"18,000",1000,"Viman Nagar, Pune",Unfurnished
2 BHK Apartment,"28,000",1025,"Viman Nagar, Pune",Semi-Furnished
3 BHK Apartment in Karia Konark Campus,"31,000",1500,"Viman Nagar, Pune",Semi-Furnished
1 BHK Apartment,"15,000",650,"Viman Nagar, Pune",Unfurnished
2 BHK Apartment in Ackruti Countrywoods,"12,000",780,"Tilekar Nagar, Pune",Unfurnished
1 BHK Independent Floor,"11,000",600,"Bibwewadi, Pune",Unfurnished
2 BHK Apartment in Reputed Builder Rose Wood,"18,000",1260,"Viman Nagar, Pune",Semi-Furnished
2 BHK Apartment in Lunkad Lunkad Zodiac,"21,000",1260,"Viman Nagar, Pune",Semi-Furnished
3 BHK Apartment in Yash Oakwood Hills,"28,500",1200,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Puraniks Aldea Espanola,"23,000",1000,"Mahalunge, Pune",Unfurnished
3 BHK Apartment in Horizon Aster Hermitage,"22,000",1450,"Balewadi, Pune",Unfurnished
2 BHK Apartment in Manav Perfect 10,"25,000",1000,"Balewadi, Pune",Unfurnished
2 BHK Apartment in Bhandari Parkland,"37,000",1000,"Balewadi, Pune",Semi-Furnished
3 BHK Apartment in Kalpataru Jade Residences,"75,000",1700,"Baner, Pune",Unfurnished
2 BHK Apartment in Naiknavare Avon Vista Phase 1 And Phase 2,"25,000",1000,"Balewadi, Pune",Unfurnished
2 BHK Apartment in Gini Viviana,"35,000",1000,"Balewadi, Pune",Unfurnished
2 BHK Apartment in Kunal Aspiree Phase II,"30,000",1000,"Balewadi, Pune",Unfurnished
1 BHK Apartment,"15,333",600,"Karve Nagar, Pune",Unfurnished
2 BHK Apartment in Innovision 7 Avenues,"25,000",1000,"Balewadi, Pune",Semi-Furnished
2 BHK Apartment in Kundan Freshia,"27,500",1000,"Sus, Pune",Unfurnished
2 BHK Apartment in G And S Kshithi,"26,000",950,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Rachana My World,"27,000",1000,"Baner, Pune",Unfurnished
3 BHK Apartment in Puraniks Aldea Anexo,"37,000",1600,"Baner, Pune",Furnished
3 BHK Apartment in Puraniks Aldea Anexo,"37,000",1500,"Baner, Pune",Furnished
2 BHK Apartment in Manas Shubham Apartments,"30,000",1000,"Baner, Pune",Furnished
1 BHK Apartment,"20,000",500,"Baner, Pune",Semi-Furnished
3 BHK Apartment in Kalpataru Jade Residences,"48,000",1750,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Shroff Supriya Sankul,"27,000",1000,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Aditya Comfort Zone,"31,000",1000,"Baner, Pune",Furnished
2 BHK Apartment in Goel Ganga Acropolis,"25,500",1000,"Sus, Pune",Semi-Furnished
1 BHK Apartment in Paranjape Magnolia,"30,000",1100,"Pashan, Pune",Furnished
3 BHK Independent Floor,"27,000",2000,"Dhankawadi Police Station Road, Pune",Semi-Furnished
2 BHK Apartment in Orvi,"32,000",1000,"Balewadi, Pune",Furnished
3 BHK Apartment in Amar Serenity,"51,000",1400,"Pashan, Pune",Furnished
2 BHK Apartment in Reputed Builder Ivory Estate,"40,000",1600,"Pashan, Pune",Semi-Furnished
3 BHK Apartment in Reputed Builder Ivory Estate,"40,000",1500,"Pashan, Pune",Semi-Furnished
3 BHK Apartment in Arun Orchid Towers,"30,000",1500,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Kiran Sparsh,"27,000",1000,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Concord TruSpace Prima Domus Phase 2,"24,000",1000,"Balewadi, Pune",Semi-Furnished
3 BHK Apartment in Kolte Patil 24K Sereno,"38,000",1650,"Baner, Pune",Unfurnished
3 BHK Apartment in Pride Platinum,"32,000",1100,"Baner, Pune",Semi-Furnished
2 BHK Apartment,"30,000",1200,"Baner, Pune",Furnished
2 BHK Apartment in Aditya Comfort Zone,"26,500",1100,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Manav Perfect 10,"30,000",1000,"Balewadi, Pune",Semi-Furnished
2 BHK Apartment in Bhandari The Pearl,"23,600",1000,"Balewadi, Pune",Semi-Furnished
2 BHK Apartment in Paranjpe Camelidia,"28,500",1000,"Pashan, Pune",Semi-Furnished
2 BHK Apartment in Kunal Aspiree,"29,500",1000,"Balewadi, Pune",Semi-Furnished
2 BHK Apartment in Innovision 7 Avenues,"26,000",1000,"Balewadi, Pune",Semi-Furnished
2 BHK Apartment in Orchid Orchid 10 Orchid,"27,500",1200,"Baner, Pune",Unfurnished
2 BHK Apartment in Rohan Leher III,"25,000",890,"Baner, Pune",Unfurnished
4 BHK Villa in Amit Bloomfield Villas,"55,000",3300,"Ambegaon Budruk, Pune",Furnished
1 RK Studio Apartment,"11,000",400,"Kothrud, Pune",Unfurnished
2 BHK Apartment in Wakadkar Pavilion 79,"25,000",1100,"Wakad, Pune",Semi-Furnished
3 BHK Apartment in Eisha Ishanya,"39,000",2300,"Bibwewadi, Pune",Semi-Furnished
3 BHK Apartment in Pride Purple Park Landmark Phase II,"36,000",1700,"Bibwewadi, Pune",Semi-Furnished
1 BHK Apartment in Kolte Patil Three Jewels,"10,000",620,"Kondhwa, Pune",Semi-Furnished
3 BHK Apartment in Clover Highlands,"60,000",1775,"Kondhwa, Pune",Furnished
3 BHK Apartment in Dorabjee Paradise,"27,000",1560,"NIBM Annex Mohammadwadi, Pune",Unfurnished
2 BHK Apartment in Pristine Pacific H I,"16,000",1200,"Ambegaon Budruk, Pune",Semi-Furnished
3 BHK Apartment in Nyati Epitome,"32,000",1950,"NIBM Annex Mohammadwadi, Pune",Furnished
3 BHK Apartment in Pride Purple Park Landmark Phase II,"36,000",1700,"Bibwewadi, Pune",Semi-Furnished
2 BHK Apartment in Kolte Patil Three Jewels,"18,000",1155,"Kondhwa, Pune",Furnished
1 BHK Apartment,"10,000",750,"Anand Tirth Nagar, Pune",Unfurnished
2 BHK Apartment,"18,000",950,"Kondhwa, Pune",Semi-Furnished
2 BHK Apartment,"22,000",1100,"Wakad, Pune",Semi-Furnished
3 BHK Apartment in Amit Bloomfield Apartment,"29,000",1700,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Apartment in Nisarg Unicorn Nisarg Belrose A And C Building,"19,000",900,"Wakad, Pune",Semi-Furnished
1 BHK Apartment in SRK Shree Suvarnaratna Gardens,"15,328",609,"Karve Nagar, Pune",Unfurnished
1 BHK Apartment,"15,000",600,"Karve Nagar, Pune",Unfurnished
1 BHK Apartment,"15,888",610,"Karve Nagar, Pune",Unfurnished
2 BHK Apartment,"18,000",950,"Kondhwa, Pune",Semi-Furnished
4 BHK Villa in Kolte Patil Rose Parade Villa,"65,000",3000,"Kondhwa, Pune",Semi-Furnished
1 BHK Apartment,"15,888",610,"Karve Nagar, Pune",Unfurnished
2 BHK Apartment,"40,000",1150,"Kothrud, Pune",Furnished
2 BHK Apartment,"40,932",1300,"Kothrud, Pune",Furnished
2 BHK Apartment,"40,302",1156,"Kothrud, Pune",Furnished
3 BHK Apartment in P V Mahadkar Residency,"30,000",1500,"Kothrud, Pune",Unfurnished
2 BHK Apartment,"40,633",1300,"Kothrud, Pune",Furnished
1 BHK Apartment,"15,009",600,"Karve Nagar, Pune",Unfurnished
1 BHK Apartment,"15,096",600,"Karve Nagar, Pune",Unfurnished
1 BHK Apartment,"15,247",632,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"15,230",630,"Karve Nagar, Pune",Unfurnished
1 BHK Apartment,"15,331",600,"Karve Nagar, Pune",Unfurnished
2 BHK Apartment,"22,000",1100,"Wakad, Pune",Semi-Furnished
3 BHK Apartment in Amit Bloomfield Apartment,"29,000",1700,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Apartment in Nisarg Unicorn Nisarg Belrose A And C Building,"19,000",900,"Wakad, Pune",Semi-Furnished
4 BHK Villa in Amit Bloomfield Villas,"55,000",3300,"Ambegaon Budruk, Pune",Furnished
2 BHK Apartment in Wakadkar Pavilion 79,"25,000",1100,"Wakad, Pune",Furnished
2 BHK Apartment,"26,000",1000,"Mukund Nagar, Pune",Semi-Furnished
1 RK Studio Apartment,"12,500",350,"Baner, Pune",Unfurnished
1 BHK Apartment,"22,000",600,"Erandwane, Pune",Unfurnished
2 BHK Apartment in Builders Valle Vista,"26,000",1200,"Bavdhan, Pune",Furnished
1 RK Studio Apartment,"9,003",420,"Kothrud, Pune",Unfurnished
1 BHK Apartment,"15,325",600,"Karve Nagar, Pune",Unfurnished
4 BHK Villa in Kolte Patil Rose Parade,"60,000",2500,"Kondhwa, Pune",Unfurnished
1 BHK Apartment,"22,300",645,"Erandwane, Pune",Unfurnished
1 BHK Apartment,"22,000",650,"Erandwane, Pune",Unfurnished
1 BHK Apartment,"22,369",645,"Kothrud, Pune",Unfurnished
1 BHK Apartment,"22,311",650,"Kothrud, Pune",Unfurnished
1 BHK Apartment,"22,310",640,"Kothrud, Pune",Unfurnished
1 BHK Apartment,"22,310",630,"Kothrud, Pune",Unfurnished
3 BHK Apartment,"28,000",1500,"Anand Tirth Nagar, Pune",Semi-Furnished
1 BHK Apartment,"16,221",560,"Sadashiv Peth, Pune",Unfurnished
1 BHK Apartment,"16,000",530,"Sadashiv Peth, Pune",Unfurnished
1 BHK Apartment,"16,500",560,"Sadashiv Peth, Pune",Unfurnished
2 BHK Apartment in Sonigara Excluzee,"17,000",1000,"Wakad, Pune",Unfurnished
4 BHK Villa in Amit Bloomfield Villas,"54,000",3300,"Ambegaon Budruk, Pune",Semi-Furnished
1 RK Studio Apartment,"7,500",500,"Old Sangvi, Pune",Semi-Furnished
1 RK Studio Apartment,"7,500",500,"Old Sangvi, Pune",Unfurnished
2 BHK Apartment,"27,000",1200,"Wanwadi, Pune",Semi-Furnished
2 BHK Apartment,"27,000",1100,"Lulla Nagar, Pune",Furnished
2 BHK Apartment,"32,000",1235,"Deccan Gymkhana, Pune",Semi-Furnished
2 BHK Apartment,"23,566",1000,"Kothrud, Pune",Unfurnished
3 BHK Apartment,"27,600",1450,"Bavdhan, Pune",Unfurnished
1 BHK Apartment,"14,400",600,"Sadashiv Peth, Pune",Unfurnished
1 BHK Apartment,"14,000",560,"Sadashiv Peth, Pune",Unfurnished
3 BHK Apartment in Lohia Riddhi Siddhi,"27,639",1450,"Bavdhan, Pune",Unfurnished
2 BHK Apartment,"26,321",1220,"Kothrud, Pune",Unfurnished
2 BHK Apartment in Sonigara Excluzee,"17,000",1000,"Wakad, Pune",Unfurnished
2 BHK Apartment in Sonigara Excluzee,"17,000",1000,"Wakad, Pune",Unfurnished
2 BHK Apartment in Sonigara Excluzee,"18,000",1200,"Wakad, Pune",Semi-Furnished
1 BHK Apartment,"15,009",600,"Karve Nagar, Pune",Unfurnished
1 BHK Apartment,"15,096",600,"Karve Nagar, Pune",Unfurnished
1 BHK Apartment,"15,247",632,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"15,230",630,"Karve Nagar, Pune",Unfurnished
1 BHK Apartment,"15,331",600,"Karve Nagar, Pune",Unfurnished
2 BHK Apartment,"40,000",1150,"Kothrud, Pune",Furnished
2 BHK Apartment,"40,932",1300,"Kothrud, Pune",Furnished
2 BHK Apartment,"40,302",1156,"Kothrud, Pune",Furnished
3 BHK Apartment in P V Mahadkar Residency,"30,000",1500,"Kothrud, Pune",Unfurnished
2 BHK Apartment,"40,633",1300,"Kothrud, Pune",Furnished
2 BHK Apartment in Goel Ganga Florentina Ph I,"25,000",1150,"NIBM Annex Mohammadwadi, Pune",Furnished
3 BHK Apartment in Kolte Patil Kolte Patil Three Jweles,"22,000",1590,"Kondhwa, Pune",Unfurnished
1 BHK Apartment,"20,000",605,"Shukrawar Peth, Pune",Semi-Furnished
1 BHK Apartment,"19,500",600,"Shukrawar Peth, Pune",Unfurnished
1 BHK Apartment,"19,000",600,"Shukrawar Peth, Pune",Unfurnished
1 BHK Apartment,"15,322",633,"Karve Nagar, Pune",Unfurnished
1 BHK Apartment,"19,600",603,"Shukrawar Peth, Pune",Semi-Furnished
1 BHK Apartment in Builders Splendour,"15,003",590,"Bavdhan, Pune",Unfurnished
2 BHK Apartment in Swaraj Homes The Hillside Gangotri,"24,632",1200,"Bavdhan, Pune",Unfurnished
2 BHK Apartment in Wakadkar Pavilion 79,"25,000",1100,"Wakad, Pune",Furnished
2 BHK Apartment in Ceratec City,"15,000",1100,"Kondhwa, Pune",Semi-Furnished
3 BHK Apartment in Gada Vaarahi,"30,000",1700,"Kondhwa, Pune",Unfurnished
1 BHK Apartment in Reputed Builder Sharmad Residency,"22,353",600,"Kothrud, Pune",Unfurnished
1 BHK Apartment,"22,369",633,"Kothrud, Pune",Unfurnished
1 BHK Apartment,"17,322",655,"Sadashiv Peth, Pune",Unfurnished
1 BHK Apartment,"22,000",648,"Erandwane, Pune",Unfurnished
1 BHK Apartment,"17,200",600,"Sadashiv Peth, Pune",Unfurnished
1 BHK Apartment,"22,311",655,"Kothrud, Pune",Unfurnished
1 RK Studio Apartment,"9,006",410,"Kothrud, Pune",Unfurnished
1 RK Studio Apartment,"9,002",450,"Kothrud, Pune",Unfurnished
1 RK Studio Apartment,"9,000",450,"Kothrud, Pune",Unfurnished
1 BHK Apartment,"22,366",630,"Erandwane, Pune",Unfurnished
1 BHK Apartment in Aashish Yashashree II,"12,000",630,"Katraj, Pune",Semi-Furnished
2 BHK Apartment in Builders Valle Vista,"25,000",1200,"Bavdhan, Pune",Furnished
2 BHK Apartment,"26,301",1147,"Bavdhan, Pune",Semi-Furnished
1 RK Studio Apartment,"8,000",400,"Old Sangvi, Pune",Unfurnished
3 BHK Apartment in Aristo Shanti Vihar,"27,321",1400,"Bavdhan, Pune",Unfurnished
1 RK Studio Apartment,"10,000",432,"Bavdhan, Pune",Unfurnished
1 RK Studio Apartment,"9,000",420,"Kothrud, Pune",Semi-Furnished
1 RK Studio Apartment,"9,000",400,"Erandwane, Pune",Semi-Furnished
2 BHK Apartment in Naren Naren Hills,"20,000",1150,"Wanowrie, Pune",Furnished
1 BHK Apartment,"22,311",653,"Kothrud, Pune",Unfurnished
1 BHK Apartment,"22,311",630,"Erandwane, Pune",Unfurnished
1 BHK Apartment,"22,133",600,"Erandwane, Pune",Unfurnished
4 BHK Apartment in Gagan Unnatii Phase 3,"62,000",3000,"Kondhwa, Pune",Furnished
2 BHK Apartment in Lohia Odela,"28,000",1153,"Bavdhan, Pune",Unfurnished
2 BHK Apartment in Lohia Odela,"28,000",1150,"Bavdhan, Pune",Unfurnished
2 BHK Apartment in Lohia Odela,"28,000",1200,"Bavdhan, Pune",Unfurnished
1 BHK Apartment,"15,211",600,"Karve Nagar, Pune",Unfurnished
4 BHK Villa in Amit Bloomfield Villas,"54,000",3300,"Ambegaon Budruk, Pune",Semi-Furnished
1 RK Studio Apartment,"7,500",500,"Old Sangvi, Pune",Semi-Furnished
1 RK Studio Apartment,"7,500",500,"Old Sangvi, Pune",Unfurnished
2 BHK Apartment,"27,000",1200,"Wanwadi, Pune",Semi-Furnished
2 BHK Apartment,"27,000",1100,"Lulla Nagar, Pune",Furnished
1 RK Studio Apartment,"9,006",410,"Kothrud, Pune",Unfurnished
1 RK Studio Apartment,"9,002",450,"Kothrud, Pune",Unfurnished
1 RK Studio Apartment,"9,000",450,"Kothrud, Pune",Unfurnished
4 BHK Independent House in Project,3 L,4000,"Kharadi bypass, Pune",Semi-Furnished
1 BHK Apartment in TCG Sukh Niwas,"8,000",650,"Katraj, Pune",Unfurnished
1 BHK Apartment in TCG Sukh Niwas,"8,000",650,"Katraj, Pune",Unfurnished
4 BHK Independent House,"65,000",2400,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Surana Park Marina,"26,500",1000,"Baner, Pune",Semi-Furnished
1 BHK Apartment,"14,000",600,"Karve Nagar, Pune",Semi-Furnished
3 BHK Apartment in Lohia Megh Malhar Raga,"27,102",1560,"Bavdhan, Pune",Unfurnished
1 BHK Apartment,"14,999",603,"Karve Nagar, Pune",Unfurnished
1 BHK Apartment,"22,111",620,"Kothrud, Pune",Unfurnished
1 BHK Apartment,"22,311",688,"Kothrud, Pune",Unfurnished
4 BHK Apartment in Rohan Mithila,1 L,4500,"Viman Nagar, Pune",Furnished
1 BHK Apartment in Bhandari Nea Pure Homes,"17,500",450,"Sus, Pune",Semi-Furnished
2 BHK Apartment in Rohan Leher III,"24,500",1000,"Baner, Pune",Unfurnished
2 BHK Apartment in Sharada Paritosh,"26,500",1100,"Balewadi, Pune",Unfurnished
3 BHK Apartment in Rahul Arcus Bldg B,"38,000",1600,"Baner, Pune",Semi-Furnished
3 BHK Apartment in Orvi,"29,000",1414,"Balewadi, Pune",Semi-Furnished
1 BHK Apartment,"15,000",500,"Shukrawar Peth, Pune",Semi-Furnished
3 BHK Apartment in Nahar F Residences,"40,000",1500,"Bibwewadi, Pune",Semi-Furnished
3 BHK Apartment in Bafana Aloha Towers,"37,000",1400,"Baner, Pune",Semi-Furnished
3 BHK Apartment in Regency Cosmos,"45,000",1500,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Nahar F Residences,"30,000",1000,"Bibwewadi, Pune",Semi-Furnished
2 BHK Apartment in Puraniks Aldea Anexo,"25,000",990,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Manav Perfect 10,"28,000",1000,"Balewadi, Pune",Semi-Furnished
1 BHK Apartment,"17,000",600,"Erandwane, Pune",Semi-Furnished
2 BHK Apartment in Sai Datt Residency,"26,500",1200,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Runwal Savoir Faire,"23,000",1000,"Baner, Pune",Semi-Furnished
1 BHK Apartment,"14,000",550,"Kothrud, Pune",Semi-Furnished
4 BHK Apartment in Amit Sapphire Park,"30,000",1560,"Balewadi, Pune",Semi-Furnished
5 BHK Independent House,"75,000",1800,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Sonigara Excluzee,"19,000",1200,"Wakad, Pune",Semi-Furnished
4 BHK Apartment in Rohan Mithila,1 L,4500,"Viman Nagar, Pune",Furnished
1 RK Studio Apartment,"8,500",250,"Erandwane, Pune",Semi-Furnished
2 BHK Apartment,"20,000",850,"Erandwane, Pune",Unfurnished
2 BHK Villa,"35,000",1100,"Balewadi, Pune",Semi-Furnished
2 BHK Apartment in Costa Blanca,"23,500",1000,"Baner, Pune",Semi-Furnished
1 BHK Apartment,"18,000",900,"Kothrud, Pune",Semi-Furnished
1 BHK Apartment,"17,000",550,"Erandwane, Pune",Furnished
1 BHK Apartment,"15,000",550,"Kothrud, Pune",Semi-Furnished
3 BHK Apartment in Paranjape Magnolia,"36,000",1500,"Pashan, Pune",Semi-Furnished
2 BHK Apartment in Orvi,"25,000",1000,"Balewadi, Pune",Semi-Furnished
3 BHK Apartment in Natu Golden Trellis,"30,000",1500,"Balewadi, Pune",Semi-Furnished
2 BHK Apartment in Kolte Patil 24K Sereno,"30,000",1000,"Baner, Pune",Semi-Furnished
3 BHK Apartment in Bhandari 43 Privet Drive,"46,000",1500,"Balewadi, Pune",Semi-Furnished
1 BHK Apartment in Rohan Abhilasha,"12,000",550,"Wagholi, Pune",Unfurnished
2 BHK Apartment,"20,000",850,"Erandwane, Pune",Unfurnished
1 BHK Apartment,"27,000",1200,"Erandwane, Pune",Unfurnished
1 RK Studio Apartment,"9,500",300,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"14,000",550,"Erandwane, Pune",Unfurnished
2 BHK Apartment in Majestique Majestique City Building F,"14,000",1010,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Majestique Majestique City Building F,"13,000",1010,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Majestique Majestique City Building F,"13,000",1010,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Majestique Majestique City Building F,"14,000",1010,"Wagholi, Pune",Unfurnished
1 BHK Apartment in Majestique Majestique City Building F,"12,000",510,"Wagholi, Pune",Unfurnished
1 BHK Apartment in Majestique Majestique City Building F,"11,000",510,"Wagholi, Pune",Semi-Furnished
1 BHK Apartment in Majestique Majestique City Building F,"12,000",510,"Wagholi, Pune",Semi-Furnished
1 BHK Apartment in Majestique Majestique City Building F,"12,000",510,"Wagholi, Pune",Semi-Furnished
1 BHK Apartment in Majestique Majestique City Building F,"12,000",510,"Wagholi, Pune",Semi-Furnished
1 BHK Apartment in Majestique Majestique City Building F,"12,000",510,"Wagholi, Pune",Semi-Furnished
3 BHK Apartment,"42,000",1500,"Erandwane, Pune",Furnished
1 BHK Apartment,"18,500",700,"Erandwane, Pune",Semi-Furnished
1 RK Studio Apartment,"10,500",350,"Erandwane, Pune",Semi-Furnished
2 BHK Apartment,"19,500",900,"Kothrud, Pune",Semi-Furnished
1 BHK Apartment,"14,000",550,"Erandwane, Pune",Unfurnished
1 BHK Apartment,"13,000",600,"Erandwane, Pune",Semi-Furnished
1 RK Studio Apartment,"9,000",300,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"13,000",550,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"13,500",550,"Kothrud, Pune",Semi-Furnished
1 BHK Apartment,"15,500",600,"Erandwane, Pune",Unfurnished
1 BHK Apartment,"14,500",600,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"13,500",600,"Kothrud, Pune",Unfurnished
2 BHK Apartment in Sanjeevani Sadafulee,"20,000",1000,"Baner, Pune",Unfurnished
1 BHK Apartment,"15,500",550,"Erandwane, Pune",Semi-Furnished
1 RK Studio Apartment,"8,500",275,"Erandwane, Pune",Unfurnished
1 BHK Apartment,"15,500",600,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"15,000",550,"Erandwane, Pune",Unfurnished
1 BHK Apartment,"13,500",550,"Erandwane, Pune",Semi-Furnished
2 BHK Apartment,"26,000",900,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"14,000",600,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"13,000",600,"Erandwane, Pune",Semi-Furnished
2 BHK Apartment in KBD Palladion,"22,500",1000,"Baner, Pune",Semi-Furnished
1 BHK Apartment in Bhandari Nea Pure Homes,"17,500",450,"Sus, Pune",Semi-Furnished
3 BHK Apartment in Pride Purple Park Xpress,"35,000",1500,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Paranjape Vasant Vihar Towers,"26,500",1000,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Orvi,"35,000",1000,"Balewadi, Pune",Furnished
3 BHK Apartment in Pride Purple Park Express Phase II,"35,000",1400,"Baner, Pune",Unfurnished
2 BHK Apartment in Prithvi Krishna Kamal,"25,000",1000,"Pashan, Pune",Unfurnished
3 BHK Apartment in Bhandari The Pearl,"30,000",1500,"Balewadi, Pune",Semi-Furnished
3 BHK Apartment in Regency Cosmos,"42,000",1500,"Baner, Pune",Semi-Furnished
2 BHK Apartment,"18,500",900,"Sadashiv Peth, Pune",Semi-Furnished
1 RK Studio Apartment,"8,500",250,"Erandwane, Pune",Unfurnished
2 BHK Apartment in Puraniks Aldea Anexo,"25,000",990,"Baner, Pune",Semi-Furnished
1 BHK Apartment,"14,000",550,"Erandwane, Pune",Semi-Furnished
4 BHK Apartment in Amit Sapphire Park,"30,000",1500,"Balewadi, Pune",Semi-Furnished
3 BHK Apartment in Phadnis Sahil Serene,"49,000",1365,"Baner, Pune",Furnished
3 BHK Apartment in Skywards Riviera Valentina,"51,000",1500,"Baner, Pune",Semi-Furnished
3 BHK Apartment,"45,000",1500,"Baner, Pune",Furnished
2 BHK Apartment in Sai Datt Residency,"26,000",1100,"Baner, Pune",Unfurnished
2 BHK Apartment,"22,000",1000,"Erandwane, Pune",Unfurnished
3 BHK Apartment in Nahar F Residences II E,"40,000",1500,"Balewadi, Pune",Semi-Furnished
1 BHK Apartment in Reputed Builder Mohan NagarSociety,"20,000",950,"Baner, Pune",Semi-Furnished
1 BHK Apartment,"13,500",600,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"13,000",550,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"15,000",550,"Erandwane, Pune",Furnished
2 BHK Apartment in Shree Balaji Generosia,"21,000",1000,"Baner, Pune",Unfurnished
2 BHK Apartment in Kshitij Crystal Towers,"35,000",1607,"Pashan, Pune",Semi-Furnished
3 BHK Apartment in Pride Valencia,"35,000",1600,"Baner, Pune",Unfurnished
2 BHK Apartment in Innovision 7 Avenues,"28,000",1020,"Balewadi, Pune",Unfurnished
3 BHK Apartment in Vascon Willows,"56,000",1950,"Baner, Pune",Furnished
3 BHK Apartment in Nandan Prospera Gold,"53,000",1700,"Baner, Pune",Unfurnished
3 BHK Apartment in Rahul Arcus Phase I Bldg A,"38,000",1500,"Baner, Pune",Semi-Furnished
2 BHK Apartment in DSK Vidyanagari,"28,000",1000,"Baner, Pune",Unfurnished
2 BHK Apartment in Rohan Leher III,"28,000",1000,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Amit Sapphire Park,"30,000",1560,"Balewadi, Pune",Furnished
2 BHK Apartment in Bhandari 43 Privet Drive,"36,000",1000,"Balewadi, Pune",Semi-Furnished
2 BHK Apartment in Sharada Paritosh,"24,000",1000,"Balewadi, Pune",Unfurnished
1 BHK Apartment in Clover Common,"14,000",1150,"Viman Nagar, Pune",Semi-Furnished
1 BHK Apartment in Rohan Mithila,"18,000",780,"Viman Nagar, Pune",Unfurnished
2 BHK Apartment in Bramha F Residences,"27,000",1400,"Wadgaon Sheri, Pune",Semi-Furnished
2 BHK Apartment in Duville Riverdale Heights,"22,000",900,"Kharadi, Pune",Unfurnished
2 BHK Apartment in Lunkad Amazon,"25,000",1250,"Viman Nagar, Pune",Semi-Furnished
2 BHK Apartment in Reputed Builder Lunkad Colonnade,"27,000",1200,"Viman Nagar, Pune",Semi-Furnished
